,text,target
55,"A 7  .  2 magnitude   #  earthquake occured at 150 km NW of Tobelo, Indonesia  .   See the full report at  :  … ",1.0
57,"M7  .  2   #  EARTHQUAKE  !   MOLUCCA SEA  
DEPTH  :   60  .  4 KM AT 2023  -  0  -  3 1  :  6  :  15  .  0 UTC VIA   @  EQTW ",1.0
58,A 7  .  2 magnitude   #  earthquake occured at Molucca Sea  .   See the full report at  : ,1.0
59,7  .  19 earthquake occurred near Northern Molucca Sea at 06  :  06 UTC  !     #  earthquake   #  NorthernMoluccaSea,1.0
61,"A 2  .  1 magnitude   #  earthquake occured at 59 km WNW of Ninilchik, Alaska  .   See the full report at  :  … ",1.0
65,4  .  7 earthquake occurred 13km E of Tinaga Island at 05  :  00 UTC  !     #  earthquake   #  TinagaIsland,1.0
67,"A 4  .  8 magnitude   #  earthquake occured at southwestern Ryukyu Islands, Japan  .   See the full report at  :  … ",1.0
70,4  .  5 earthquake occurred 12km E of Tinaga Island at 04  :  51 UTC  !     #  earthquake   #  TinagaIsland,1.0
73,"A 5  .  0 magnitude   #  earthquake occured at 96 km SSW of Żurrieq, Malta  .   See the full report at  :    ",1.0
77,"4  .  6 earthquake close to Miyakojima, Okinawa, Japan at 04  :  33 UTC  !     #  earthquake ",1.0
78,4  .  54 earthquake occurred near Central Mediterranean Sea at 04  :  22 UTC  !     #  earthquake   #  CentralMediterraneanSea,1.0
79,"A 2  .  9 magnitude   #  earthquake occured at 3 km S of Guánica, Puerto Rico  .   See the full report at  :  … ",1.0
81,"A 2  .  1 magnitude   #  earthquake occured at 71 km WNW of Happy Valley, Alaska  .   See the full report at  :  … ",1.0
86,"A 2  .  6 magnitude   #  earthquake occured at 2 km W of Meadow Lakes, Alaska  .   See the full report at  :  … ",1.0
88,"A 2  .  5 magnitude   #  earthquake occured at 13 km WSW of Carmen, Oklahoma  .   See the full report at  :  … ",1.0
90,"4  .  2 earthquake close to Miyakojima, Okinawa, Japan at 03  :  26 UTC  !     #  earthquake ",1.0
91,"A 2  .  2 magnitude   #  earthquake occured at 34 km ENE of Tanana, Alaska  .   See the full report at  :    ",1.0
99,"A 4  .  2 magnitude   #  earthquake occured at 5 km S of Santa Bárbara, Guatemala  .   See the full report at  :  … ",1.0
100,"4  .  2 earthquake occurred 5km S of Santa Bárbara, Guatemala at 02  :  20 UTC  !     #  earthquake   #  SantaBárbara ",1.0
105,"A 2  .  1 magnitude   #  earthquake occured at 1 km NW of Cole, Oklahoma  .   See the full report at  :    ",1.0
112,"A 2  .  2 magnitude   #  earthquake occured at 2 km SE of Indios, Puerto Rico  .   See the full report at  :  … ",1.0
123,"A 4  .  6 magnitude   #  earthquake occured at 34 km NE of Mercedes, Philippines  .   See the full report at  :  … ",1.0
126,"4  .  1 earthquake occurred near Luzon, Philippines at 00  :  56 UTC  !     #  earthquake   #  Luzon ",1.0
130,"A 6  .  1 magnitude   #  earthquake occured at 65 km SSE of Gorontalo, Indonesia  .   See the full report at  :  … ",1.0
134,"6  .  3 earthquake occurred near Sulawesi, Indonesia at 00  :  34 UTC  !     #  earthquake   #  Sulawesi ",1.0
136,A 4  .  1 magnitude   #  earthquake occured at off the coast of Central America  .   See the full report at  :  …,1.0
137,"4  .  1 earthquake occurred 57km SW of Jiquilisco, El Salvador at 00  :  20 UTC  !     #  earthquake   #  Jiquilisco ",1.0
139,"A 2  .  8 magnitude   #  earthquake occured at 6 km E of Hennessey, Oklahoma  .   See the full report at  :  … ",1.0
144,"A 2  .  2 magnitude   #  earthquake occured at 5 km WNW of Purcell, Oklahoma  .   See the full report at  :  … ",1.0
153,1  .  43 earthquake occurred near Mount St  .   Helens area Washington at 09  :  36 UTC  !     #  earthquake,1.0
156,1  .  9 earthquake occurred 15km E of Anchorage Alaska at 00  :  11 UTC  !     #  earthquake   #  Anchorage,1.0
157, #  SCSeEstaPreparando Light mag  .   4  .  4 earthquake    -     -   73km SW of Khuzdar Pakistan on Wednes  .    .    .    via   @  volcanodiscover,1.0
159,USGS reports a M1  .  94   #  earthquake 5km S of Volcano Hawaii on 8  /  6  /  15   @   1  :  04  :  01 UTC    #  quake,1.0
164, #  earthquake   (  EMSC  )    :   MD 2  .  9 OFF COAST OF NORTHERN CALIFORNIA  G,1.0
170,1  .  94 earthquake occurred 5km S of Volcano Hawaii at 01  :  04 UTC  !     #  earthquake   #  Volcano,1.0
171,USGS reports a M1  .  94   #  earthquake 5km S of Volcano Hawaii on 8  /  6  /  15   @   1  :  04  :  01 UTC    #  quake,1.0
747,Powerful 7 . 2 magnitude earthquake jolts New Zealand says USGS :  AFP,1.0
