,text,target
900,There are a significant number of slips and closed roads in the Marlborough Sounds:  #eqnz #flooding,3.0
901,RT @SamSachdevaNZ: More #eqnz pics from Wellington - few buildings on Featherston St seem to be concerning engineers,3.0
902,Images as they come in of the #eqnz damage: Slip pushing section of train tracks out to sea on State Highway 1 near Kaikoura,3.0
903,RT @taterjnz: Honored to thank crew of U.S. Navy P-3C for their critical relief efforts. #eqnz @usembassynz,0.0
904,Pressure on local government to fix earthquake damage #FederatedFarmers #agchatnz #eqnz,3.0
905,Check on your neighbours and family friends. It’s important that we stay connected as communities throughout New Zealand #EQNZ tsunami,0.0
906,"9 pm update: 24 earthquakes located in the last hour, 317 in the last 12 hours and 1,934 since the Kaikoura Earthquake #eqnz #Kaikoura",3.0
907,@5sosworldalerts @mikolklifford I havent slept since I tried to at 12 am then boom earthquake hits New Zealand. Ὂ4Ὂ4Ὂ4✌ἿB️,0.0
908,Its been a crazy few days in NZ. Thoughts go out to all affected by the #earthquake #eqnz #Kaikoura,0.0
909,Water damage inside 222 student hostel #eqnz,3.0
910,Video from 40min ago by Tagi320 in #Christchurch with sirens head! #Earthquake #Tsunami #NewZealand #eustorm,0.0
911,ANZ NZ announces five-point financial assistance package for customers impacted by the recent earthquakes. #eqnz #StaySafe,0.0
912,"LATEST: First wave of tsunami arrives at coast of New Zealands South Island, Civil Defense Ministry says",3.0
913,"Was checking house after #eqnz. Just cosmetic damage (cracks in corners, etc). Starting (again) the insurance claim process. #rolleyes",3.0
914,R2D2 helping clean up the water damage from last nights #eqnz,0.0
915,Damage reported after severe earthquake on NZs South Island #eqnz,3.0
916,#EQNZ Live: Tsunami warning lifted,3.0
917,"Quake hits near Christchurch, New Zealand, triggering small tsunami: A tsunami warning has been issued  #dw",3.0
918,so thats what a tsunami warning sounds like. bit different from a tornado warning! #eqnz,3.0
919,RT @HeralddeParis: Search and rescue has begun #eqnz,0.0
920,These aftershocks ὄE #eqnz,0.0
921,RT @DailyMirror: Photos show huge cracks in roads near the earthquake’s epicentre  #eqnz,3.0
922,MainPower crews are still assessing damage in the Culverden and Cheviot areas where about 1200 homes remain without electricity #EQNZ,3.0
923,This mornings earthquakes are a timely reminder to make sure you are prepared for an emergency  #EQNZ,0.0
924,#eqnz do we have a #chatbot for answering earthquake damage questions yet?,3.0
925,So many aftershocks. #eqnz #NewZealand,0.0
926,New Zealand 7.8 earthquake kills at least 2,3.0
927,"Thoughts and prayers with everyone impacted #eqnz, stay strong, safe. Check friends, elders, kids, pets, neighbors. Follow @NZcivildefence",0.0
928,Rule 3 for successful predictions. Exploit the deaths and damage for publicity for yourself. #eqnz #nzquake #whataguy,3.0
929,"RT @TKRobb: Watching live feed of #LyallBay and definitely some surging happening. Also, WAY TOO MANY PEOPLE DRIVING TO THE BEACH! #tsunami",0.0
930,RT @ARnews1936: Dozens of aftershocks hit New Zealand; two dead in earthquake+Video,3.0
931,἟3἟F Wellingtons Interislander Ferry passenger bridge has been swept away. It was damaged in the quake. #eqnz #nzearthquake #nzquake,3.0
932,RT @DailyMirror: Shocking photos shows cracks in roads after #eqnz,3.0
933,"Last night 7.8 magnitude earthquake #EQNZ was terrifying. Alhamdulillah, no one was hurt even",0.0
934,Tsunami warning cancelled via @NZcivildefence  (please check link for more info),3.0
935,RT @MikeFromWoburn: My thoughts are with my friends &amp; the citizens of New Zealand affected by the massive earthquake near Christchurch. Awf,0.0
936,6.3 Magnitude Earthquake Hits New Zealand: US Geological Survey The earthquake was centre,3.0
937,RT @nzherald: Casualties reported following the major earthquake that has struck New Zealand this morning  #EQNZ,3.0
938,#Kaikoura resident Diane talks to Red Cross volunteers amid worries her home will be red-stickered  #eqnz,0.0
939,"Local politician, Stuart Smiths photo, reveals damage done following powerful #Earthquake in #NewZealand Kaikoura at Tirohunga flat",3.0
940,"RT @NZcivildefence: Water, fuel &amp; food has been provided to Kaikoura and @MBIEgovtnz are mobilizing structural engineers to check buildings",0.0
941,Christchurch Civil Defence Emergency Management are on Twitter.  Follow them for info on #eqnz relief efforts. ^DR,0.0
942,RT @NZMorningReport: NZDF helicopters have begun a second day of evacuating people from Kaikoura and delivering aid #eqnz,3.0
943,My workplace at Statistics House in #Wellington severely damaged w/collapsed floors and likely to be closed for months. #eqnz,3.0
944,2 deaths following the 7.8 magnitude earthquake in New Zealand. Stay safe my loved ones ❤️,3.0
945,The cow rescue may well be the most iconic story out of all the other earthquake news ὤ8ὠ2,0.0
946,Incredible damage to major South Island transport route,3.0
947,RT @caity_petersonn: Tune in to One News. They are reporting on earthquake and tsunami warnings now. #eqnz #onenews,3.0
948,RT @business: A massive earthquake has killed two people and caused widespread damage in New Zealand,3.0
949,RT @dunnokev: The noise of a tsunami siren going off- sounds frightening even when sitting comfy on other side of the world. #EQNZ /,0.0
950,My thoughts are with everyone who was affected by quake. Well done NZ def force for rescuin helpin #nzdefenceforce #nzarmy #nznavy #eqnz,0.0
951,RT @Aotearoanz: Yay! First #whale seen off #Kaikoura coast since the earthquake  #EqNZ,0.0
952,RT @ThomasMeadia: My story from yesterday. Grandparents beat landslides and broken bridges to rescue their daughter from Waiau,0.0
953,RT @Watchmanz: Earthquake damage to roads and highways #eqnz,3.0
954,RT @BBCWorld: Aerial footage of New Zealand earthquake damage,3.0
955,Power is out in Cheviot but the fire chief says theres no damage to the township. Gore Bay locals have been evacuated to the station #eqnz,3.0
956,"I hope everyones ok It can shake us, but wont break us ὤC stay strong NZ thoughts and prayers to all affected ὤFὤF #EQNZ ❤️✌ἿC️",0.0
957,RT @NewshubNZ: Gisborne District Council has lifted the tsunami warning for the Gisborne coast  #eqnz,3.0
958,"Lets keep #NewZealand in our thoughts &amp; prayers today. Saw this sweet young lady thanking everyone for their concern. Stay strong, Amber ὠA",0.0
959,RT @Willuknight: #eqnz #Wellington rail bridge at welly interislander port has collapsed along with other damage.,3.0
960,"@arociorl thanks sweetie. Im fine but where the earthquake emits property damage, no water or electricity etc. but no one killed!",3.0
961,"RT @nzsecretsanta: If you hear the sirens warning of a tsunami, get to higher ground. If youre inside during an earthquake, drop, cover, h",3.0
962,"Nice follow up, despite the lost wine - damaged goods donated to peeps in need ὠA #newzealand #earthquake #earthquakenz #eqnz #kiwias",0.0
963,"RT @daisy_hudson: As Im watching the news, Im feeling very very thankful for the many emergency service staff who have been on deck today",0.0
964,Thinking of everyone affected in the recent earthquakes. 2016 keeps on going. Kia kaha #eqnz,0.0
965,RT NelsonTasmanCD Threat downgraded - please stay out of the water until it is cancelled. ^RL,3.0
966,Sending our thoughts to people on the north-east coast of NZ. So glad the #tsunami warning has been cancelled.,0.0
967,Earthquake update: Big quake warning has been released. Said to reach 10 Magnitude. #eqnz #earthquake,3.0
968,Damage at the port of Wellington. #nzquake,3.0
969,Well tsunami might be a thing in New Zealand #pray,0.0
970,RT @E2NZ: Wellington civil defence say number of multi-storey buildings have received damage internally &amp; structurally,3.0
971,So lucky. Our only damage from #eqnz was this ugly 1970s light fitting that no longer works. Hope everyone is safe and well!,0.0
972,"AT LEAST two dead following magnitude 7.8 #earthquake; more than 50 aftershocks have been felt, dozens &amp; dozens magnitude 5.0 #NewZealand",3.0
973,RT @quillfeather: PHOTO GALLERY: Magnitude 7.5 #earthquake leaves a trail of destruction in #NZ  #eqnz,3.0
974,"RT @djaybutt: Disturbing that @NZcivildefence called out for poor action on tsunami warnings, @geonet gagged on #eqnz tsunami /",0.0
975,.@WgtnPhoenixFC @gomvfc match postponed as @WestpacStadium closes with quake damage #eqnz  @YellowFever_NZ @ALeague,3.0
976,RT @corinneambler: MEDIA RELEASE from @NZRedCross - Red Cross responding after earthquakes  #eqnz #NewZealand #RedCr,0.0
977,Praying for #NZ - still a Tsunami threat from the 7.5 mag #eqnz. May Allah keep everyone safe. Pls follow instructions from @NZcivildefence,0.0
978,The tsunami warning is for the East Coast of both North Island &amp; South Island in New Zealand. Chatham Islands also,3.0
979,Radio is best in an emergency! It was so reassuring listening to National Radio on Sunday evening after the earthquake. Radio is best!,0.0
980,"Bachelorette life fuck Ive got no food and everything will be shut from eqnz. Well, I have a turkey. And ice cream.",0.0
981,This sucks #aftershocks #eqnz,0.0
982,"RT @HuttCityCouncil: Tenants in buildings that have suffered structural damage should notify the owner, then inform Council of the address",3.0
983,Im sure this is just cosmetic damage.ὢC #eqnz,0.0
984,Swathes of coastal NZ has scary evacuation sirens blaring. But predicted 5m waves isnt the same as Japans 39m whopper in 2011.,3.0
985,RT @craigcook3: Reports of significant damage in Wellington suggests there will be some badly hit towns and villages closer to the epicentr,3.0
986,When the chips are down eat British Marmite sandwiches and chip-shop curry sauce (but not together). Thankfully have supplies both . #eqnz,0.0
987,Random neighbour said she didnt think there would be a tsunami here because tsunamis are Japanese. Seriously. #eqnz #newzeland,0.0
988,"John Mackie on @radionz no reports of major infrastructure damage in Christchurch City, not sure about wider Canterbury region #eqnz",3.0
989,RT @Independent_ie: #Breaking: New Zealand police confirm one dead in earthquake,3.0
990,@lorenzabraham12 @Parker_zip @joebump529 @McJuggerNuggets please pray for us in New Zealand :( BIG earthquake here. &lt;3,0.0
991,"RT @kourtneytweets: I hope my mutuals/friends + their families are okay from that Earthquake, that struck earlier on this morning ὉE. #eqnz",0.0
992,Any update on water supply in #brooklyn #eqnz #wgtnwaternz,3.0
993,Strong winds &amp; heavy rain on the way for Lower North &amp; Upper South - areas hit by #nzearthquake:  #eqnz #NewZealand,3.0
994,South Island New Zealand internet connection damaged by quake  #eqnz @SparkDigitalNZ,3.0
995,"#earthquakenz ya gotta feel 4victims having 2 deal with #eqnz ,Far worse4 @ACCNZ accident vicitms.its ther body they wont fix or compensate",0.0
996,RT @JamesNokise: U.S You ok NZ? NZ: Shakey and soaked - but we good. U.S: Sending thoughts and prayers. NZ:  .. borrow ya navy vessel,0.0
997,"RT @MarlEmergency: Post #eqnz recovery information for Blenheim, Seddon &amp; Ward:",0.0
998,RT @BNZ: CEO @healya_bnz announced today that we will provide financial flexibility for those affected by the quakes,0.0
999,Rotary dairy sheds damaged by quake #agchatnz #FederatedFarmers #eqnz,3.0
1000,RT @LucyHockingsBBC: Thinking of you all at home. I can only imagine how scary this must be with aftershocks and tsunami warnings. Stay saf,0.0
1001,"OMG thoughts are with people in Kaikoura #eqnz. This isnt my normal #CodeLikeAGirl feed, but I am married to a kiwi so hits close to home",0.0
1002,"RT @gtiso: I take it back, mother nature. If there is one thing I can go along with, it is the upending of golfing supplies.",0.0
1003,ANOTHER broken building not on the WCCs EQ prone buildings list. #eqnz,3.0
1004,"RT @TheREALTMGIJane: Lyall Bay, Wellington, New Zealand - Live Stream  #eqnz #NewZealand #tsunami #warning",3.0
1005,2 metre high #tsunami has hit Kaikoura #NZ after M7.5 quake - #eqnz,3.0
1006,Praying for all those affected in the latest earthquakes in New Zealand. Updates here:  #eqnz #Christchurch,0.0
1007,Strong winds and rain on the way for areas hit by #eqnz,3.0
1008,"RT @Jinxletron: Greatest tsunami risk in NZ history. East coast - wrap up warm, and go. 20 metres up, or just head inland. Dont risk it!",3.0
1009,RT @BrendanCole: Thinking of all people in New Zealand. Large earthquake just hit. Be safe out there and look after each other. Hope everyo,0.0
1010,RT @__catpower: Scariest thing for me about #eqnz is the longer lasting effects. Are our anemities fucked? Will roads be cut off? Will buil,3.0
1011,"the roads are screwed, more worried about the people we havent heard from, still no cell phone coverage #earthquake #eqnz #kaikoura",3.0
1012,RT @gregory_karris: Massive 7.2 magnitude earthquake strikes off New Zealand coast,3.0
1013,Hope everyone in #Christchurch &amp; #Wellington are ok and safe. Not a good start to the week! Thoughts with you all #eqnz,0.0
1014,The marine and beach tsunami threat warning remains in place for Wellington to Bank Peninsula #eqnz,3.0
1015,RT @WestHamUtd: The thoughts of everyone at the Club are with our @KiwiHammers at this challenging time ⚒ #COYI,0.0
1016,Early Monday morning a 7.5 magnitude earthquake shook the South Island of New Zealand! New Zealand is my country.Wish us luck @Kat_McNamara,3.0
1017,17 floors up - nice views. But not much fun when the aftershocks roll. #eqnz wellington,0.0
1018,Bit of stock on the floor at the shop but thankfully minimal damage #eqnz,3.0
1019,RT @Angie_Baci: Heart goes our to people of Wellington New Zealand after earthquake. Stay strong. My thoughts n prayers with you xxx,0.0
1020,Is there nothing this man cant do???? New Zealand earthquake: Richie McCaw steps up to help rescue effort,0.0
1021,RT @hookedonline:  Chile and Argentina hit as well. #eqnz,0.0
1022,Acting Civil Defence Minister Gerry Brownlee says we will have a fuller understanding of how badly roads are damaged later today #eqnz,3.0
1023,RT @kamarady1: JGB NZ: More SH1 road damage pics,3.0
1024,"Powerful 7.4 earthquake strikes near Christchurch, New Zealand - BBC News  #worldnews",3.0
1025,New Zealand earthquake: Tsunami warning after strong tremors shake South Island - The @SMH_news :,3.0
1026,"Magnitude 7.1 Earthquake shake the North island, NZ in the early morning and Tsunami warning issued for East coast of the North island of NZ",3.0
1027,RT @e_heritage: Bloody good #eqnz coverage from @radionz; you can donate to the campaign to unfreeze their govt funding here,0.0
1028,Appreciate your concern for New Zealand. But why pray to a God who didnt stop the earthquake in the first place? #ExChristian #atheist,0.0
1029,Big ups to all the #eqnz #volunteers . You are all awesomeness in action!,0.0
1030,"Hope all friends and families of any #eqnz incidents are ok, prayers and thoughts to all ὤFἿD @CougarBoys",0.0
1031,RT @australian: NZ earthquake: All Blacks legend-Richie McCaw joins rescue efforts #eqnz,0.0
1032,RT @donie: Damage to a Nelson City supermarket following #eqnz #NewZealand,3.0
1033,RT @NHNZMedia: Thank you for everyone’s concerned messages from around the globe following the Earthquake and Tsunami warnings overnight in,0.0
1034,"My thoughts across New Zealand, for those suffering loss from the #earthquake #nzearthquake , please be safe, and be well.",0.0
1035,Earthquakes &amp; Tsunami warnings East Coast NZ Some evacuations due to Tsunami danger Britomart station evacuated,3.0
1036,"First earthquakes, now floods, whats next #eqnz #Wellington",3.0
1037,There was a 7.1 magnitude earthquake back home &amp; tsunami warnings have been made - dont worry too much my kiwis. You guys know the drill!!,3.0
1038,RT @sueahearn: Damage near Kaikoura on NZs South Island. #NZquake,3.0
1039,"She says tsunami warning sirens have only just started. Says there is a cluster of activity now, people/cars trying to move. #eqnz",3.0
1040,East Coast ‘quake and tsunami warning – In the News: An early morning earthquake off the coast of the East Ca,3.0
1041,RT @guardianworld: New Zealand earthquake: two dead as tsunami alert issued,3.0
1042,Well thats price for living in Lyall Bay - #tsunami warning after #eqnz,0.0
1043,Tsunami warning sirens in Lower Hutt #staysafe #eqnz,3.0
1044,"Also thanks to @jk_rowling im re-reading the whole series in French, currently midway through Azkaban. Its excellent #eqnz stress relief",0.0
1045,Military planes and ships sent to quake-affected areas  #eqnz,0.0
1046,Run for the hills the tsunami comes ἰA #nzeq,3.0
1047,"#NewZealand #earthquake #tsunami warning - public told stay away from beaches, estuaries (2)",3.0
1048,RT @TheSpinoffTV: Kaikoura #eqnz aftershocks: the latest probabilities of major shakes in coming days,3.0
1049,My thoughts go out to all the people affected by the quake in Chch &amp; Wellington. Stay safe and be kind to yourself &amp; one another #eqnz,0.0
1050,Civil Defence has issued a tsunami warning for the East Coast of the North Island following a 7.1 earthquake,3.0
1051,"ya bro it was shocking,2 people were killed and tsunami warning all over the newzealand @vikrantgupta73",3.0
1052,These aftershocks really have me on edge ὢ9ὢ5 #eqnz #Wellington,0.0
1053,Thanks for all the messages of concern. Were back in our building riding out the aftershocks. Some are quite strong. #eqnz,0.0
1054,RT @GetBriefMe: Tsunami Alert in New Zealand After Powerful Quake via @NBCNews:,3.0
1055,"Please be prepared. And think of your animals too, how to keep them safe.Have pet carriers, food and water, cat harnesses etc.",3.0
1056,"There was plenty of confusion around last weeks quake, but why?  #eqnz",0.0
1057,extensive damage is being reported in the town of Ward in Marlborough. A Red Cross team is on its way to help #eqnz,3.0
1058,To #NewZealand❤️ Keep Safe! Keep Warm! #earthquake #tsunami,0.0
1059,RT @lbcbreaking: New Zealand government has issued a Tsunami alert for the entire east coast following an earthquake.,3.0
1060,Lets help and support anyway we can New Zealand!! Unfortunately another earthquake! #kiwistotherescue,0.0
1061,#BREAKING Tsunami warnings for Wellington to Banks Peninsula has been cancelled by Civil Defence. Updates:  #eqnz,3.0
1062,RT @jftaveira1993: #NewZealand: Rescue mission on the way for #Kaikoura  #NZQuake #NZ #eqnz #NZEarthquake,0.0
1063,RT @a4design: Tsunami alarms now going off in Lower Hutt - we thought we’d moved north enough but time to be safer #EQNZ,3.0
1064,RT @jhaue: Thousands of landslides and hundreds of tremors after New Zealand quake,3.0
1065,"Strong aftershocks keep happening, including a strong 4.8 magnitude shake 10km north of Wellington #eqnz",3.0
1066,"RT @MomentsAU: The extent of damage caused by a major earthquake in New Zealand is being revealed, especially near Kaikoura. #eqnz /",3.0
1067,Two people have died and buildings have been destroyed after two earthquakes hit New Zealands South Island  #eqnz,3.0
1068,Didnt feel the earthquake last night but thoughts go to anyone else that has been affected by it Ὁ5Ὁ6 #eqnz,0.0
1069,Richie McCaw describes rescue efforts in Kaikoura as full on. #eqnz,0.0
1070,"RT @WREMOinfo: The tsunami warning for the red zone (marine, beach, and estuary) remains throughout the region #eqnz",3.0
1071,RT @NZDefenceForce: NEWS || NZDF thanks foreign crews for supporting relief:  // #eqnz #Kairoura,0.0
1072,CD Alerts: National Tsunami warning downgraded to a Marine threat. No Evacuation required. Keep away from beaches &amp; estuaries. #eqnz,3.0
1073,"I believe mother nature has its own way of balancing herself. #NewZealand stay strong, things can only get better. #earthquake #tsunami",0.0
1074,RT @EdMcIsaac: Sad to see this in beautiful #Kaikoura .. hoping more lives havent been lost #earthquake #eqnz,0.0
1075,"earthquakes &amp; tsunami warnings. not really how i wanted to spend my night/day. stay safe, new zealand x",0.0
1076,#NZEQ a 7.5 magnitude #Earthquake has struck the South Island of #NewZealand. #Tsunami warnings are in place. #Aftershocks continue.,3.0
1077,"Sad to think that only days ago I was at Ohau, and now it may be destroyed ὢBὉ4 #eqnz",0.0
1078,RT @AESociety: Our thoughts are with our New Zealand members today. We hope you are safe #NZEarthquake,0.0
1079,RT @Iainmcgregor3: Massive damage here in Kaikoura. #eqnz,3.0
1080,"Post #eqnz update: Red Cross drop in centre at Red Cross Rooms, Blenheim 10am-5pm Mon-Fri for support and a cuppa:",0.0
1081,"RT @MarlEmergency: #Eqnz update - Marl Sounds Marinas facilities @ Picton, Waikawa &amp; Havelock operational with no damage to vessels:",3.0
1082,"Dear Cantabrians, please sign &amp; share this. The sooner Govt. decides the less economic damage to the SI.  #EQNZ",0.0
1083,#heartbreaking #newzealand #earthquake Stay safe everyone in New Zealand.,0.0
1084,Fewer and not so strong aftershocks now so will try and get some sleep #Nelson #eqnz keeps safe NZ,3.0
1085,"RT @501Awani: #AWANInews [LATEST] New Zealand issued a tsunami warning for southern coastal areas, following a powerful earthquake near Chr",3.0
1086,RT @NZcivildefence: 14 staff from Urban Search &amp; Rescue have been deployed to #Wellington to help assess buildings. Another teams on stand,0.0
1087,RT @australian: Tsunami threat to NZ east coast after strong 7.1 earthquake.  Pic: USGS,3.0
1088,"#3Novices : Powerful earthquake shakes New Zealand, killing 2 and setting off tsunami warning  A powerful quake rat",3.0
1089,"#eqnz Lyall Bay, Island Bay are on the move, good stuff People outdoors in Wgtn CBD prob better clear away fr areas near falling windows",3.0
1090,Thinking of everyone affected by todays earthquakes. Its devastating seeing such a beautiful place go through this. Stay safe NZ Ὁ5 #eqnz,0.0
1091,NEW: #Tsunami confirmed along #NewZealand coast. This chart shows ~4-5 ft. of water on top of normal tide. Aftershocks reported #eqnz,3.0
1092,#earthquake:NZ 7.1!! SHIT!!ὢE ὣ1!! PLEASE HELP THE PEOPLE LIVING OFF THE COAST!!,0.0
1093,Live updates - Thousands urged to flee to higher ground in tsunami warning sparked by New Zealand earthquake,3.0
1094,RT @RachelNBanfield: Call your friends &amp; whanau in low lying coastal areas. Up north they might be still asleep. Tsunami sirens as far nort,3.0
1095,"Rain, wind lashes quake-hit areas  #eqnz",3.0
1096,That moment when they say to boil your water after you have already drunk non boiled water #eqnz Xx,0.0
1097,RT @Iikeanangel: watch the 5.9 earthquake in chile get more coverage and interest than the 7.9 quake in nz lmao #eqnz,3.0
1098,@NewstalkZB reporting of tsunami activity along Kaikoura and Wellington coastlines. Warning in place until cancelled by Civil Defence #eqnz,3.0
1099,Way to go NZ Defence and the other nations supporting the relief effort #RNZAF #eqnz #nzearthquake,0.0
1100,Damage to a house following the quake,3.0
1101,Our thoughts are with those who are affected by the earthquake #eqnz See our website for updates,0.0
1102,Still a tsunami threat for some places,3.0
1103,i think the ongoing implications of infrastructure damage r going to be massive- SH1 poked but alternative routes also badly impacted. #eqnz,3.0
1104,RT @ppog_penguin: Thousands drove to higher land and shared food and drink and shoulders for sleeping children #eqnz #peaknewzealand http,3.0
1105,Epic spell wars. @zoronian TOO RUDE.#eqnz calming down activities.,0.0
1106,RT @grahammctavish: Thinking of everyone affected by the earthquake here in New Zealand. Check with friends and neighbors. Stay safe. Kia K,0.0
1107,msg to all concerned family with people in the hills - all are well and safe in the Mt Cook region after last nights #earthquake #NewZealand,0.0
1108,"These New Zealand Earthquakes are crazy like what the hell is happening , The whole country is getting Quakes and Tsunami warnings",0.0
1109,RT @UKinNZ: Our #Consular team is set up and assisting with cases at the #Woodend Community Centre #chch #nzearthquake #eqnz,0.0
1110,RT @NZRedCross: We are thinking about the people affected by the #earthquake this morning. Keep safe everyone.,0.0
1111,RT @figuredapp: Were all in this together #eqnz here are a few ways we can all help those affected by the earthquakes + floods: .,3.0
1112,"@steviethedj Checking in on you Steve, everything ok since the earthquake? #eqnz",0.0
1113,New Zealand earthquake leaves costly destruction in its wake: A powerful earthquake in New Zealand has killed  #dw,3.0
1114,Powerful 7.1 magnitude earthquake jolts New Zealand; prompts temporary evacuation in coast,3.0
1115,UPDATE: Some houses in Hamner Springs have been badly damaged following original 7.5 magnitude. #eqnz,3.0
1116,RT @lukeappleby: More incredible aerial images from @NZDefenceForce of damage in the Kaikoura area. #eqnz #nzearthquake,3.0
1117,#eqnz just had about 4 aftershocks quite close together,3.0
1118,ISS report only two ports in New Zealand issue damage notifications after recent earthquake  #nztech,3.0
1119,RT @tappybee: Wellington CBD drinking water looks disgusting #eqnz,0.0
1120,RT @abcnews: STORY: Tsunami warning after magnitude-7.4 earthquake strikes near Christchurch in New Zealand #eqnz,3.0
1121,Tsunami ἰA Ὢ8 sirens still going here in #Christchurch - looking east down Heathcote Valley #eqnz,3.0
1122,"Tsunami warning for East coast. Stay off water, off coast# earthquake #Auckland",3.0
1123,Be careful everyone and our thoughts are with those affected with lastnights quake #eqnz #staysafe #earthquake #nz,0.0
1124,RT @StewartLundNZ: Major damage reports coming in from Christchurch and parts of Wellington. Power outages too. #eqnz,3.0
1125,The Clutha District Civil Defence has been activated and staff are evacuating low-lying areas. Welfare centers are being set up. #eqnz,3.0
1126,"At 12.05am when first reports of quakes throughout the country came through it was a reliable service in an emergency, want news not music.",3.0
1127,I cant stand these aftershocks #eqnz #Wellington #NewZealand,0.0
1128,You can definitely see the damage to this building on Molesworth Street #eqnz #earthquake #wellington #BreakingNews #wellingtonearthquake,3.0
1129,The last thing you need in an earthquake is apoplectic spider monkeys! #eqnz,0.0
1130,Stay safe to all those in Petone and Lower Hutt areas with Tsunami sirens going off keep moving and stay safe! #eqnz,0.0
1131,Prayers for all those affected by the earthquake in New Zealand! #prayers,0.0
1132,Thanks New Zealand. We just had another earthquake in my town and its making me motion sick and restless.,0.0
1133,"RT @PaulHenryShow: If you want to help victims of yesterdays quakes, @NZRedCross has a donation page set up here:",0.0
1134,Extensive coverage from the past week - The Disaster Recovery Assistance following the 7.8 magnitude #eqnz  @USNavy,0.0
1135,Children-unexpectedly-home-today-due-to-earthquake damage #eqnz #earthquake #wellingtonnz,3.0
1136,RT @MTVNewZealand: WARNING: A tsunami has been generated. Stay safe ❤️  #EQNZ #TsunamiWarning #EarthquakeNewZealand,0.0
1137,Prayers and thoughts for all freighted and shocked by the earthquake swarm tonight #eqnz #supporteaxhother,0.0
1138,morning kiwis hope everyone is okay and safe from the earthquake! If youre feeling a bit shaken up talk to a friend and stay happy!,0.0
1139,Shoutout to the 500 @NZDefenceForce personnel working to help people after the quake. Reassuring to know we have them. #eqnz,0.0
1140,All the aftershocks Im so tired ὢ9my bookcase collapsed in my room just as I grabbed by baby and tried to gap the scene. #nocleaningup #eqnz,3.0
1141,International naval vessels aid in New Zealands earthquake recovery: The warships from various countries  #dw,0.0
1142,@JonathanJoly @YouTube please send love to us your watchers in NZ - were going through hell. #eqnz #tsnuami #scaredshitless,0.0
1143,RT @TwitterAU: Our thoughts are with everyone in New Zealand. For info on crisis relief follow our NZ Emergency Response list /,0.0
1144,"RT @Smitty676: How rude of John Key missing a phone call from Donald trump, the Don could help us build walls to stop the landslides. #eqnz",0.0
1145,Its a good option for Raglan residents to find alternate accommodation or somewhere that has its own water supply #eqnz,3.0
1146,RT @CovertAnonymous: [VIDEO]: Tsunami Hits New Zealand After Massive 7.8 Earthquake Strikes,3.0
1147,"Going to try and sleep now. But live near the water, entirely possible tsunami sirens may go off still Pretty sure itll be ok though. #eqnz",0.0
1148,"RT @AychMcArdle: If our roads, power+water systems get this badly messed up through quakes, the impact of an oil spill on our ecology would",3.0
1149,"In the aftermath of a tragedy, we find strength in our friends. The @CanadianForces was proud to help @NZDefenceForce respond to #eqnz",0.0
1150,Fleet of international warships to help out with New Zealand earthquake response. (Well done.ὄDἿC),0.0
1151,A tsunami warning has been downgraded to a marine and beach threat for a number of coastal areas of New Zealand. #eqnz #earthquake,3.0
1152,RT @morgtait: The damage inside a Cheviot supermarket this morning after #eqnz,3.0
1153,#Tsunami warning canceled for New Zealands east coast following earthquake; aftershocks still possible - @MCDEM,3.0
1154,"RT @ak_manning: If you live near the CLARENCE RIVER, please move to HIGHER ground IMMEDIATELY!! Water is heading your way. The slip dam has",3.0
1155,RT @zerohedge: Tsunami Warning Issued After Powerful 7.8-Magnitude Quake Strikes New Zealand,3.0
1156,"Itching to get into the hills, but a bit worried about putting the tent up on a pending landslide, or under one #eqnz",0.0
1157,RT @weatherchannel: UPDATE: New Zealand #earthquake upgraded to magnitude 7.8. #Tsunami has been generated:,3.0
1158,Richie Mccaw flying aid into isolated communities. Hail King Richie! #eqnz #earthquake,0.0
1159,sitting under my dining room tabe live tweet aftershocks #notfun #eqnz,0.0
1160,Praying for those of you who are affected by the earthquakes &amp; for those who are assisting in the aftermath. May God be with you all. #eqnz,0.0
1161,RT @NWSEureka: NO tsunami expected on the west coast of North America:,0.0
1162,"Residents move to higher ground, tsunami feared after magnitude 7.8 earthquake occurs near Christchurch, New Zealand",3.0
1163,Our thoughts and prayers are with those affected by the earthquake in New Zealand as well as their friends and families #eqnz #Ahmadiyya,0.0
1164,"RT @VeronikaMeduna: Just drove through Wellington, eerily empty, ferries at anchor in harbour as docks damaged by #eqnz, on way to CHCH to",3.0
1165,Ugh we just had a 7.1 earthquake ὢD they are so scary and now we have a tsunami warning,3.0
1166,Tsunami warning: we are evacuating Akita and Herbertville residents. Please stay away from coastal areas and listen to your radio.,3.0
1167,RT @johnmcinneshall: Aftershocks are the perfect excuse to take a nap under your desk. #eqnz #barfquake,0.0
1168,Tsunami Wave Warning for New Zealand..Stay Tuned on Humm FM for latest News and Updates,3.0
1169,"RT @kiwinsn: Isolated South Island towns damaged, cut off #eqnz",3.0
1170,Mama nature isnt very happy with us at the moment is she? ᾑ4 #eqnz #storms #floods #roadslips #tornado Stay safe Aotearoa!!!,0.0
1171,#eqnz still heaps of aftershocks but my mum is sleeping with me so that makes the situation a bit better ὠ2,0.0
1172,"My thoughts are with everyone in #Canterbury and #Wellington affected by the #eqnz, hope you are all OK and take care!",0.0
